ID,보증금,월세,전용면적,해당층,총층,방수,욕실수,총주차대수,관리비,중개사무소,제공플랫폼,허위매물여부,등록경과일,보증금월세비율,층비율,저층여부,고층여부,매물확인방식_서류확인,매물확인방식_전화확인,매물확인방식_현장확인,주차가능여부_가능,주차가능여부_불가능,방향_남동향,방향_남서향,방향_남향,방향_동향,방향_북동향,방향_북서향,방향_북향,방향_서향
TRAIN_1312,19.049289408708074,11.608244735642321,3.8316802527456075,12.0,13.0,1.0,1.0,3.9318256327243257,2.3978952727983707,32,0,0,332,1704.5299588185562,0.9230769230769231,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1313,19.68621890675733,12.994532278619134,3.3325482949183005,4.0,8.0,1.0,1.0,1.3862943611198906,2.4849066497880004,279,0,0,172,805.6799870909384,0.5,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1314,16.52356082573315,11.608244735642321,3.3325482949183005,3.0,4.0,1.0,1.0,1.0986122886681098,2.6390573296152584,114,4,0,45,136.36239670548449,0.75,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1315,18.799117186521926,11.51293546492023,3.4242626545931514,5.0,6.0,2.0,1.0,3.0602352018030174,0.6931471805599453,175,1,0,146,1459.9854001459985,0.8333333333333334,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1316,19.030446321008043,13.102162710901053,3.573468602602609,1.0,4.0,1.0,1.0,2.9444389791664403,2.4849066497880004,32,0,0,446,375.50943773584135,0.25,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_1317,18.50685844936773,12.873904582205107,3.3325482949183005,2.0,4.0,2.0,1.0,1.0986122886681098,2.3978952727983707,63,0,1,569,279.48646285522346,0.5,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_1318,18.53400943818794,12.873904582205107,3.3325482949183005,3.0,9.0,1.0,1.0,2.6390573296152584,0.0,58,4,0,125,287.17875082371586,0.3333333333333333,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_1319,18.586195190904515,12.611541086966115,3.6926224403927708,14.0,17.0,1.0,1.0,3.784189633918261,2.302585092994046,32,0,0,86,393.3320222265926,0.8235294117647058,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1320,18.816095522941033,12.506180941677357,3.3325482949183005,6.0,6.0,1.0,1.0,3.0602352018030174,1.6094379124341003,240,1,0,245,549.9979629705075,1.0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_1321,19.68621890675733,11.608244735642321,3.3325482949183005,5.0,6.0,1.0,1.0,3.0602352018030174,0.0,292,0,1,275,3222.69797547295,0.8333333333333334,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1322,18.774852564690523,12.206077645517674,3.721104601408673,4.0,6.0,2.0,1.0,3.295836866004329,0.0,247,1,0,173,712.4964375178124,0.6666666666666666,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1323,19.0385654454026,11.51293546492023,3.4242626545931514,5.0,5.0,1.0,1.0,3.0602352018030174,0.0,122,2,1,330,1854.981450185498,1.0,0,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1324,18.51143511635325,12.994532278619134,3.279406324608233,7.0,10.0,2.0,1.0,3.4965075614664802,2.0794415416798357,89,4,0,209,248.86307076574826,0.7,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1325,18.829473648797723,12.611541086966115,3.1130707659712242,4.0,7.0,2.0,2.0,3.6635616461296463,2.9444389791664403,32,5,0,521,501.6649944500185,0.5714285714285714,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_1326,17.034386422832473,13.444448325847754,3.3167282250357055,8.0,15.0,1.0,1.0,2.9444389791664403,2.3978952727983707,32,4,0,483,36.23183154807022,0.5333333333333333,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1327,18.395362946224484,12.429220196836383,3.3325482949183005,2.0,3.0,1.0,1.0,3.0602352018030174,0.0,278,0,0,142,389.99844000624,0.6666666666666666,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1328,19.0385654454026,13.384729180332174,3.2676659890376327,5.0,10.0,1.0,1.0,3.58351893845611,1.3862943611198906,32,0,0,177,285.3841763320364,0.5,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_1329,19.638556456405873,12.793862088206213,3.721104601408673,3.0,6.0,2.0,1.0,3.295836866004329,0.0,247,1,0,142,938.8862808714421,0.5,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1330,19.647393038180343,13.384729180332174,3.4196919642983197,4.0,6.0,1.0,1.0,2.9444389791664403,1.3862943611198906,32,0,0,466,524.6145775160346,0.6666666666666666,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1331,18.918421134248728,13.399996629152975,3.3325482949183005,2.0,4.0,2.0,1.0,3.0602352018030174,0.0,85,0,0,61,249.2420466029597,0.5,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1332,19.00289636939162,12.154784614286667,3.1441522786722644,4.0,8.0,1.0,1.0,1.3862943611198906,2.1972245773362196,80,0,0,77,942.1003047352382,0.5,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1333,19.730364005399473,13.038983942375959,3.0007198150650303,6.0,9.0,1.0,1.0,1.6094379124341003,2.8903717578961645,243,0,1,240,805.4330316673224,0.6666666666666666,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1334,16.951004817371683,13.353476685668044,3.5542045507873348,10.0,18.0,1.0,1.0,3.2188758248682006,2.1972245773362196,32,5,0,400,36.507878558922926,0.5555555555555556,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1335,18.34811006187022,12.154784614286667,3.3325482949183005,2.0,3.0,1.0,1.0,3.0602352018030174,2.302585092994046,161,2,0,213,489.47110804679977,0.6666666666666666,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1336,16.5563506464056,12.793862088206213,3.6333667441836774,20.0,21.0,1.0,1.0,3.828641396489095,1.3862943611198906,32,0,0,109,43.05543595712234,0.9523809523809523,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1337,18.358805350872576,13.217675375388819,3.4314032237192214,4.0,7.0,2.0,1.0,1.9459101490553132,1.791759469228055,61,2,1,364,170.90878016585424,0.5714285714285714,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_1338,18.774852564690523,13.384729180332174,3.4916472845842277,2.0,3.0,1.0,1.0,2.9444389791664403,1.791759469228055,32,0,0,225,219.2304319531816,0.6666666666666666,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1339,19.735747598468453,13.235693848424024,3.9219733362813143,3.0,4.0,2.0,1.0,1.6094379124341003,0.0,160,1,0,137,665.177383611815,0.75,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TRAIN_1340,17.19990085520835,12.154784614286667,3.535145354171894,7.0,7.0,1.0,1.0,3.912023005428146,1.3862943611198906,32,0,0,472,155.26234072452252,1.0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1341,19.599335743370936,13.45883704259595,3.3325482949183005,2.0,4.0,2.0,1.0,3.0602352018030174,0.0,122,2,1,174,464.2850510213557,0.5,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TRAIN_1342,18.197537205138154,13.270785106659046,2.9569914452375605,4.8484030589293745,4.0,1.0,1.0,1.0986122886681098,2.3978952727983707,21,1,0,76,137.9307966710402,1.2121007647323436,0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1343,19.599335743370936,12.873904582205107,2.917770732084279,5.0,6.0,1.0,1.0,3.0602352018030174,2.1972245773362196,252,1,0,152,833.3311965866754,0.8333333333333334,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1344,15.687312888712007,11.51293546492023,3.3325482949183005,3.0,7.0,1.0,1.0,3.0602352018030174,0.0,167,0,0,149,64.99935000649994,0.42857142857142855,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1345,16.066802461833923,13.199326270390594,3.0402275134405423,1.0,7.0,1.0,1.0,3.5553480614894135,1.791759469228055,32,4,0,257,17.592560013777753,0.14285714285714285,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1346,18.1462439114085,13.45883704259595,3.2371085931292605,9.0,18.0,1.0,1.0,3.091042453358316,1.791759469228055,32,0,0,210,108.57127346960932,0.5,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1347,19.070398371806906,13.399996629152975,3.43043250693049,4.0,6.0,2.0,1.0,2.1972245773362196,0.0,229,1,0,73,290.15107552867346,0.6666666666666666,0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1348,19.657604651320746,10.819798284210286,3.3325482949183005,3.0,8.0,1.0,1.0,1.9459101490553132,1.791759469228055,89,4,0,130,6889.862202755945,0.375,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_1349,18.893804506764873,11.608244735642321,3.76861442213279,4.0,14.0,1.0,1.0,2.0794415416798357,0.0,32,3,0,405,1459.0776447486842,0.2857142857142857,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1350,16.61887099947687,12.301387370778713,3.3325482949183005,2.0,6.0,1.0,1.0,3.0602352018030174,2.3978952727983707,275,1,1,459,74.99965909245867,0.3333333333333333,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_1351,18.839391085389497,12.706850963741102,3.0516399054922867,16.0,18.0,1.0,1.0,3.5553480614894135,1.791759469228055,32,0,0,148,460.60466483434897,0.8888888888888888,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1352,18.927498352344912,13.122365377402328,3.3379025312898416,5.0,8.0,1.0,1.0,2.772588722239781,3.044522437723423,32,0,0,480,331.999336001328,0.625,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1353,18.900015706818937,13.399996629152975,3.264995760481754,2.0,4.0,2.0,2.0,2.772588722239781,1.9459101490553132,32,0,0,260,244.69659894454705,0.5,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_1354,15.76142084987672,10.819798284210286,3.6333667441836774,3.0,3.0,2.0,1.0,3.0602352018030174,0.0,152,0,1,339,139.9972000559989,1.0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1355,17.129696599000436,13.017005083966255,3.7054907199191334,5.0,6.0,2.0,1.0,1.791759469228055,1.9459101490553132,285,1,0,24,61.11097530894376,0.8333333333333334,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1356,17.147715103853763,12.923914877701906,3.3017453026904953,1.0,3.0,1.0,1.0,3.8066624897703196,0.0,32,1,0,534,68.2925163597162,0.3333333333333333,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1357,16.489659276356317,12.873904582205107,3.3325482949183005,3.0,4.0,2.0,1.0,1.0986122886681098,2.3978952727983707,279,0,0,153,37.17939184771321,0.75,1,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1358,19.764850181379146,11.918397239722838,3.1130707659712242,2.0,5.0,1.0,1.0,2.0794415416798357,3.044522437723423,115,0,0,39,2556.6496223358513,0.4,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_1359,18.197537205138154,11.849404844423074,3.1654750481410856,3.0,8.0,1.0,1.0,1.6094379124341003,2.0794415416798357,150,7,0,127,571.4244898250727,0.375,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TRAIN_1360,18.94244631369141,13.25339339419516,3.1276373444339294,16.0,20.0,1.0,1.0,3.6375861597263857,2.1972245773362196,32,1,0,27,295.61351646751496,0.8,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1361,18.17221939747438,12.577639650232573,3.3325482949183005,2.0,3.0,2.0,1.0,3.0602352018030174,0.0,89,4,0,103,268.9645897772766,0.6666666666666666,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1362,18.631751722129472,11.775297421715827,3.6625354787743345,6.0,21.0,1.0,1.0,3.784189633918261,2.5649493574615367,32,0,0,421,949.9926923639049,0.2857142857142857,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_1363,18.425668295413654,12.54254845357358,3.3325482949183005,5.0,6.0,1.0,1.0,3.0602352018030174,1.3862943611198906,161,2,0,92,358.9272895453945,0.8333333333333334,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1364,19.6459256864907,13.399996629152975,3.6597080768136565,4.0,9.0,2.0,1.0,1.3862943611198906,2.3978952727983707,58,4,1,381,515.9083092298345,0.4444444444444444,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1365,18.478949661510303,12.706850963741102,2.995232148512309,4.0,19.0,2.0,1.0,2.1972245773362196,0.6931471805599453,32,2,0,325,321.2111478450065,0.21052631578947367,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1366,18.234351177809064,13.51440681653079,3.0291670496402285,4.0,6.0,1.0,1.0,2.1972245773362196,1.0986122886681098,10,0,0,170,112.16201059187757,0.6666666666666666,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TRAIN_1367,18.43556936629833,13.081543466215237,3.3325482949183005,2.0,4.0,1.0,1.0,1.0986122886681098,1.6094379124341003,233,2,0,475,211.45789279605668,0.5,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_1368,19.72630720471483,13.122365377402328,3.3325482949183005,3.0,4.0,2.0,1.0,1.0986122886681098,0.0,280,0,0,215,737.998524002952,0.75,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1369,19.719509082019492,12.994532278619134,3.3325482949183005,3.0,4.0,2.0,1.0,0.6931471805599453,2.302585092994046,270,6,0,36,832.9526523803355,0.75,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1370,16.860033043306743,11.407576060361786,3.7350471349589434,6.0,6.0,1.0,1.0,2.4849066497880004,2.302585092994046,96,2,0,144,233.330740769547,1.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1371,19.705772602329347,12.04355959836804,3.3325482949183005,4.0,5.0,2.0,1.0,1.791759469228055,2.302585092994046,157,0,0,130,2126.458079658355,0.8,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1372,18.34811006187022,13.304686600863562,3.5942940116240685,4.8484030589293745,7.0,2.0,1.0,1.6094379124341003,0.0,243,0,1,305,154.99974166709723,0.6926290084184821,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_1373,18.799117186521926,12.923914877701906,3.1271990362962967,2.0,17.0,1.0,1.0,3.4339872044851463,1.3862943611198906,32,1,0,354,356.0966924470916,0.11764705882352941,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1374,18.9831496065682,13.3374763699232,3.3325482949183005,3.0,7.0,1.0,1.0,3.0602352018030174,2.0794415416798357,229,0,0,446,283.0640595740975,0.42857142857142855,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_1375,16.5563506464056,13.1421679654829,3.1838702156693857,2.0,3.0,1.0,1.0,0.6931471805599453,1.0986122886681098,152,0,0,168,30.39209727039751,0.6666666666666666,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1376,19.691844800623674,12.301387370778713,3.3325482949183005,3.0,4.0,1.0,1.0,1.0986122886681098,1.791759469228055,279,1,0,102,1620.4471797855465,0.75,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1377,18.900015706818937,12.847929163278053,3.0363942552728806,3.0,4.0,1.0,1.0,3.0602352018030174,2.1972245773362196,58,1,0,156,424.9988815818906,0.75,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_1378,18.488339401771974,12.468440756144114,3.3325482949183005,3.0,3.0,1.0,1.0,0.6931471805599453,0.0,126,4,0,150,411.5368787043127,1.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1379,19.666275225846817,13.081543466215237,3.3325482949183005,4.0,6.0,2.0,1.0,1.6094379124341003,2.0794415416798357,204,3,0,152,723.9568250899478,0.6666666666666666,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1380,18.731835179915297,13.369225017834633,3.0363942552728806,7.0,7.0,1.0,1.0,1.3862943611198906,1.791759469228055,288,1,0,131,213.2809167485676,1.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1381,18.53400943818794,11.849404844423074,3.2433732964685884,3.0,9.0,1.0,1.0,2.3978952727983707,0.0,247,1,0,153,799.9942857551017,0.3333333333333333,1,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1382,19.070398371806906,11.982935344196433,2.917770732084279,4.8484030589293745,16.0,1.0,1.0,3.0602352018030174,2.302585092994046,91,0,0,170,1196.8675195780027,0.3030251911830859,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1383,19.642984507908533,13.270785106659046,3.0101281538377234,4.0,14.0,1.0,1.0,1.0986122886681098,1.6094379124341003,32,0,0,435,585.3438183727269,0.2857142857142857,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1384,18.95424586055295,12.04355959836804,3.3325482949183005,4.8484030589293745,4.0,2.0,1.0,3.0602352018030174,0.0,4,3,1,354,1002.9352768513127,1.2121007647323436,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1385,18.971688163114877,11.289794413577894,3.3325482949183005,3.0,6.0,1.0,1.0,0.6931471805599453,2.5649493574615367,243,6,1,277,2168.722890963863,0.5,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1386,19.737088980289055,11.51293546492023,3.678576561118039,3.0,6.0,2.0,1.0,1.6094379124341003,2.302585092994046,224,6,0,133,3729.962700372996,0.5,1,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1387,18.731835179915297,13.429849547739444,3.3325482949183005,2.0,3.0,2.0,1.0,3.0602352018030174,0.0,67,0,0,62,200.73499891911925,0.6666666666666666,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1388,19.634108710020826,13.51440681653079,3.5681232529781366,6.0,6.0,1.0,1.0,3.0602352018030174,0.0,248,1,0,122,454.72911523092534,1.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1389,19.823094489412163,13.017005083966255,3.8575668196320874,5.0,6.0,2.0,1.0,3.295836866004329,0.0,247,1,1,329,903.3313259303868,0.8333333333333334,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1390,19.05195252611337,12.577639650232573,3.3325482949183005,5.0,6.0,2.0,1.0,3.0602352018030174,0.0,42,0,0,80,648.2736266426667,0.8333333333333334,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1391,18.65969765229688,13.3374763699232,3.0363942552728806,4.0,4.0,1.0,1.0,3.0602352018030174,0.0,175,1,0,112,204.83837929293662,1.0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1392,18.99166029618782,11.982935344196433,3.5771095532709265,16.0,18.0,1.0,1.0,3.6635616461296463,1.791759469228055,32,0,0,97,1106.2430859807125,0.8888888888888888,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TRAIN_1393,16.066802461833923,13.384729180332174,3.3325482949183005,3.0,5.0,2.0,1.0,1.791759469228055,2.0794415416798357,144,0,0,74,14.615362130212107,0.6,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_1394,18.977435305337416,13.217675375388819,3.3325482949183005,2.0,4.0,1.0,1.0,0.6931471805599453,2.9444389791664403,67,3,1,550,317.27215041427195,0.5,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_1395,16.066802461833923,13.415034483903348,3.7963876618292214,3.0,7.0,2.0,1.0,0.6931471805599453,2.70805020110221,206,2,0,106,14.179083314801023,0.42857142857142855,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1396,18.893804506764873,13.353476685668044,3.6130777406976544,11.0,11.0,1.0,1.0,3.912023005428146,2.0794415416798357,32,1,0,435,254.76150037857082,1.0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TRAIN_1397,18.5517090151307,12.100717685412471,3.3325482949183005,5.0,6.0,2.0,1.0,1.791759469228055,1.3862943611198906,80,0,0,76,633.3298148343621,0.8333333333333334,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1398,16.300417291085605,11.982935344196433,2.917770732084279,5.0,19.0,2.0,2.0,2.4849066497880004,0.0,32,1,0,142,74.99953125292967,0.2631578947368421,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1399,19.666275225846817,11.608244735642321,3.459466289786131,2.0,6.0,1.0,1.0,1.3862943611198906,0.0,37,5,0,85,3159.062190343724,0.3333333333333333,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1400,16.733281344102608,12.73670383776449,2.917770732084279,4.0,11.0,1.0,1.0,3.8066624897703196,1.791759469228055,32,2,0,290,54.411604671750965,0.36363636363636365,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1401,18.819456870621142,13.102162710901053,3.420673158162812,2.0,2.0,1.0,1.0,3.367295829986474,2.0794415416798357,32,0,0,123,304.0810120795672,1.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_1402,18.51143511635325,13.3374763699232,3.4759955917373415,17.0,20.0,1.0,1.0,2.833213344056216,1.3862943611198906,32,3,0,282,176.61261836674456,0.85,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1403,17.1654146803266,13.081543466215237,3.3325482949183005,3.0,7.0,1.0,1.0,1.6094379124341003,0.0,102,0,0,147,59.374876302341036,0.42857142857142855,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_1404,19.805724325673733,13.47302165746721,3.1822118404966093,3.0,4.0,1.0,1.0,0.6931471805599453,1.9459101490553132,61,2,0,155,562.6752638376565,0.75,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_1405,16.835935492889124,13.527829818844937,2.9652730660692823,2.0,6.0,1.0,1.0,3.0602352018030174,2.0794415416798357,97,1,0,103,27.333296888937483,0.3333333333333333,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_1406,17.073607134447293,12.468440756144114,3.035433640405543,8.0,8.0,1.0,1.0,1.791759469228055,2.302585092994046,211,3,0,133,99.99961538609467,1.0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
